1-n,InstanceID,BomberA,BomberB,FighterA,FighterB,Tanker,ISRDrone,Satellite,TotalCost,AcquisitionRiskRaw,AcquisitionRisk,RiskToMissionRaw,RiskToForceRaw,RiskToMission,RiskToForce,TotalRisk,ProbabilityOfSuccess,ForcePackage,RiskToCostRatio
322,SIM_0322,39,29,798,361,19,256,905,465045,1.0,0.18055555555555572,10.0,8.0,0.05555555555555561,0.99,0.2583133496172781,0.74,"39x BomberA, 29x BomberB, 798x FighterA, 361x FighterB, 19x Tanker, 256x ISRDrone, 905x Satellite",0.55545883
323,SIM_0323,16,24,295,396,45,278,873,390220,1.0,0.37500000000000006,10.0,8.0,0.2777777777777778,0.99,0.5311560363196307,0.47,"16x BomberA, 24x BomberB, 295x FighterA, 396x FighterB, 45x Tanker, 278x ISRDrone, 873x Satellite",1.36117071
324,SIM_0324,22,36,591,265,37,152,698,356360,1.0,0.40277777777777785,10.0,8.0,0.25,0.99,0.5311560363196307,0.47,"22x BomberA, 36x BomberB, 591x FighterA, 265x FighterB, 37x Tanker, 152x ISRDrone, 698x Satellite",1.49050409
325,SIM_0325,6,2,895,384,36,245,547,342680,1.0,0.24999999999999992,10.0,8.0,0.01,0.99,0.27395633032154615,0.73,"6x BomberA, 2x BomberB, 895x FighterA, 384x FighterB, 36x Tanker, 245x ISRDrone, 547x Satellite",0.79945235
326,SIM_0326,19,6,1181,768,36,231,630,448090,1.0,0.3194444444444444,10.0,8.0,0.01,0.99,0.3194301114386049,0.68,"19x BomberA, 6x BomberB, 1181x FighterA, 768x FighterB, 36x Tanker, 231x ISRDrone, 630x Satellite",0.71287043
327,SIM_0327,31,29,1095,390,1,193,364,327975,1.0,0.38888888888888895,10.0,8.0,0.01,0.99,0.3649038925556637,0.64,"31x BomberA, 29x BomberB, 1095x FighterA, 390x FighterB, 1x Tanker, 193x ISRDrone, 364x Satellite",1.11259667
328,SIM_0328,36,13,1104,1071,50,165,701,499705,1.0,0.29166666666666663,10.0,8.0,0.01,0.99,0.3012405989917813,0.7,"36x BomberA, 13x BomberB, 1104x FighterA, 1071x FighterB, 50x Tanker, 165x ISRDrone, 701x Satellite",0.60283687
329,SIM_0329,37,14,259,469,17,202,269,206920,1.0,0.36111111111111116,10.0,8.0,0.6527777777777778,0.99,0.7676196981283365,0.23,"37x BomberA, 14x BomberB, 259x FighterA, 469x FighterB, 17x Tanker, 202x ISRDrone, 269x Satellite",3.70974144
330,SIM_0330,3,5,315,984,60,91,107,191315,1.0,0.5833333333333333,10.0,8.0,0.027777777777777804,0.99,0.5038717676493955,0.5,"3x BomberA, 5x BomberB, 315x FighterA, 984x FighterB, 60x Tanker, 91x ISRDrone, 107x Satellite",2.6337285
331,SIM_0331,40,21,613,721,21,170,708,409115,1.0,0.19444444444444461,10.0,8.0,0.01,0.99,0.2375773054278992,0.76,"40x BomberA, 21x BomberB, 613x FighterA, 721x FighterB, 21x Tanker, 170x ISRDrone, 708x Satellite",0.58071033
332,SIM_0332,38,38,808,208,52,298,988,489290,1.0,0.3333333333333333,10.0,8.0,0.01,0.99,0.3285248676620166,0.67,"38x BomberA, 38x BomberB, 808x FighterA, 208x FighterB, 52x Tanker, 298x ISRDrone, 988x Satellite",0.6714318
333,SIM_0333,5,8,539,665,26,111,188,208800,1.0,0.3472222222222222,10.0,8.0,0.041666666666666706,0.99,0.35835566807480734,0.64,"5x BomberA, 8x BomberB, 539x FighterA, 665x FighterB, 26x Tanker, 111x ISRDrone, 188x Satellite",1.71626278
334,SIM_0334,12,38,431,772,56,54,438,299910,1.0,0.27777777777777773,10.0,8.0,0.01,0.99,0.2921458427683696,0.71,"12x BomberA, 38x BomberB, 431x FighterA, 772x FighterB, 56x Tanker, 54x ISRDrone, 438x Satellite",0.97411171
335,SIM_0335,14,34,813,916,9,196,192,289870,1.0,0.27777777777777773,10.0,8.0,0.01,0.99,0.2921458427683696,0.71,"14x BomberA, 34x BomberB, 813x FighterA, 916x FighterB, 9x Tanker, 196x ISRDrone, 192x Satellite",1.00785125
336,SIM_0336,10,9,444,361,21,253,373,237605,1.0,0.2083333333333332,10.0,8.0,0.2777777777777778,0.99,0.42201896163868957,0.58,"10x BomberA, 9x BomberB, 444x FighterA, 361x FighterB, 21x Tanker, 253x ISRDrone, 373x Satellite",1.7761367
337,SIM_0337,19,32,96,95,16,174,570,236210,1.0,0.5416666666666669,10.0,8.0,0.7361111111111112,0.5578231292517007,0.6574209498637646,0.34,"19x BomberA, 32x BomberB, 96x FighterA, 95x FighterB, 16x Tanker, 174x ISRDrone, 570x Satellite",2.78320541
338,SIM_0338,13,37,821,1187,2,134,441,386665,1.0,0.3333333333333333,10.0,8.0,0.01,0.99,0.3285248676620166,0.67,"13x BomberA, 37x BomberB, 821x FighterA, 1187x FighterB, 2x Tanker, 134x ISRDrone, 441x Satellite",0.84963694
339,SIM_0339,34,27,186,304,0,262,912,381425,1.0,0.5694444444444443,10.0,8.0,0.3472222222222223,0.99,0.7039564045644541,0.3,"34x BomberA, 27x BomberB, 186x FighterA, 304x FighterB, 262x ISRDrone, 912x Satellite",1.84559587
340,SIM_0340,25,18,966,535,30,183,529,372290,1.0,0.37500000000000006,10.0,8.0,0.01,0.99,0.355809136332252,0.64,"25x BomberA, 18x BomberB, 966x FighterA, 535x FighterB, 30x Tanker, 183x ISRDrone, 529x Satellite",0.95573111
341,SIM_0341,39,38,992,118,3,137,233,253110,1.0,0.5694444444444443,10.0,8.0,0.01,0.99,0.48313572346001643,0.52,"39x BomberA, 38x BomberB, 992x FighterA, 118x FighterB, 3x Tanker, 137x ISRDrone, 233x Satellite",1.90879745
342,SIM_0342,22,2,1191,914,52,27,848,513560,1.0,0.37500000000000006,10.0,8.0,0.01,0.99,0.355809136332252,0.64,"22x BomberA, 2x BomberB, 1191x FighterA, 914x FighterB, 52x Tanker, 27x ISRDrone, 848x Satellite",0.69282876
343,SIM_0343,8,21,400,345,27,261,384,240425,1.0,0.013888888888888902,10.0,8.0,0.2638888888888889,0.99,0.2855976182875131,0.71,"8x BomberA, 21x BomberB, 400x FighterA, 345x FighterB, 27x Tanker, 261x ISRDrone, 384x Satellite",1.18788653
344,SIM_0344,31,8,328,1019,13,170,362,288350,1.0,0.48611111111111127,10.0,8.0,0.15277777777777776,0.99,0.522061280096219,0.48,"31x BomberA, 8x BomberB, 328x FighterA, 1019x FighterB, 13x Tanker, 170x ISRDrone, 362x Satellite",1.8105125
345,SIM_0345,13,40,1009,7,20,191,830,417720,1.0,0.44444444444444453,10.0,8.0,0.01,0.99,0.4012829174493109,0.6,"13x BomberA, 40x BomberB, 1009x FighterA, 7x FighterB, 20x Tanker, 191x ISRDrone, 830x Satellite",0.96065048
346,SIM_0346,34,20,837,364,53,286,147,244420,1.0,0.40277777777777785,10.0,8.0,0.01,0.99,0.37399864877907557,0.63,"34x BomberA, 20x BomberB, 837x FighterA, 364x FighterB, 53x Tanker, 286x ISRDrone, 147x Satellite",1.53014749
347,SIM_0347,11,4,103,478,40,161,961,378100,1.0,0.5833333333333333,10.0,8.0,0.45833333333333337,0.99,0.7858092105751596,0.21,"11x BomberA, 4x BomberB, 103x FighterA, 478x FighterB, 40x Tanker, 161x ISRDrone, 961x Satellite",2.07831053
348,SIM_0348,39,25,872,1096,22,223,539,433295,1.0,0.19444444444444461,10.0,8.0,0.01,0.99,0.2375773054278992,0.76,"39x BomberA, 25x BomberB, 872x FighterA, 1096x FighterB, 22x Tanker, 223x ISRDrone, 539x Satellite",0.54830382
349,SIM_0349,23,17,874,852,2,183,390,344635,1.0,0.3055555555555555,10.0,8.0,0.01,0.99,0.3103353552151932,0.69,"23x BomberA, 17x BomberB, 874x FighterA, 852x FighterB, 2x Tanker, 183x ISRDrone, 390x Satellite",0.90047545
350,SIM_0350,7,8,364,1058,31,283,964,477380,1.0,0.41666666666666674,10.0,8.0,0.01,0.99,0.3830934050024873,0.62,"7x BomberA, 8x BomberB, 364x FighterA, 1058x FighterB, 31x Tanker, 283x ISRDrone, 964x Satellite",0.80249153
351,SIM_0351,23,17,947,698,11,172,869,482325,1.0,0.2083333333333332,10.0,8.0,0.041666666666666706,0.99,0.26740810584068964,0.73,"23x BomberA, 17x BomberB, 947x FighterA, 698x FighterB, 11x Tanker, 172x ISRDrone, 869x Satellite",0.55441477
352,SIM_0352,19,22,573,18,39,289,168,174890,1.0,0.5416666666666669,10.0,8.0,0.3472222222222223,0.945578231292517,0.6566785207843024,0.34,"19x BomberA, 22x BomberB, 573x FighterA, 18x FighterB, 39x Tanker, 289x ISRDrone, 168x Satellite",3.75480886
353,SIM_0353,20,32,209,871,36,289,48,185270,1.0,0.4722222222222224,10.0,8.0,0.027777777777777804,0.99,0.43111371786210145,0.57,"20x BomberA, 32x BomberB, 209x FighterA, 871x FighterB, 36x Tanker, 289x ISRDrone, 48x Satellite",2.32694833
354,SIM_0354,16,1,843,649,9,54,445,315315,1.0,0.37500000000000006,10.0,8.0,0.01,0.99,0.355809136332252,0.64,"16x BomberA, 1x BomberB, 843x FighterA, 649x FighterB, 9x Tanker, 54x ISRDrone, 445x Satellite",1.12842439
355,SIM_0355,3,23,924,826,43,106,18,228735,1.0,0.43055555555555564,10.0,8.0,0.08333333333333333,0.99,0.44020847408551306,0.56,"3x BomberA, 23x BomberB, 924x FighterA, 826x FighterB, 43x Tanker, 106x ISRDrone, 18x Satellite",1.92453483
356,SIM_0356,7,3,278,226,31,161,262,159905,1.0,0.1250000000000001,10.0,8.0,0.3333333333333334,0.6870748299319728,0.20546724774115976,0.79,"7x BomberA, 3x BomberB, 278x FighterA, 226x FighterB, 31x Tanker, 161x ISRDrone, 262x Satellite",1.28493323
357,SIM_0357,23,10,595,604,3,211,943,451630,1.0,0.3472222222222222,10.0,8.0,0.09722222222222224,0.99,0.39473469296845426,0.61,"23x BomberA, 10x BomberB, 595x FighterA, 604x FighterB, 3x Tanker, 211x ISRDrone, 943x Satellite",0.8740223
358,SIM_0358,28,35,232,652,39,245,802,394735,1.0,0.3472222222222222,10.0,8.0,0.20833333333333337,0.99,0.46749274275574837,0.53,"28x BomberA, 35x BomberB, 232x FighterA, 652x FighterB, 39x Tanker, 245x ISRDrone, 802x Satellite",1.18432048
359,SIM_0359,37,26,126,1151,42,107,317,275210,1.0,0.6388888888888888,10.0,8.0,0.3333333333333334,0.99,0.7403354294581012,0.26,"37x BomberA, 26x BomberB, 126x FighterA, 1151x FighterB, 42x Tanker, 107x ISRDrone, 317x Satellite",2.6900746
360,SIM_0360,31,21,8,755,30,75,420,241635,1.0,0.611111111111111,10.0,8.0,0.11111111111111113,0.99,0.5766298174366894,0.42,"31x BomberA, 21x BomberB, 8x FighterA, 755x FighterB, 30x Tanker, 75x ISRDrone, 420x Satellite",2.38636711
361,SIM_0361,25,24,514,600,12,229,863,428500,1.0,0.24999999999999992,10.0,8.0,0.05555555555555561,0.99,0.3037871307343367,0.7,"25x BomberA, 24x BomberB, 514x FighterA, 600x FighterB, 12x Tanker, 229x ISRDrone, 863x Satellite",0.7089548
362,SIM_0362,36,36,975,1113,43,87,774,512970,1.0,0.24999999999999992,10.0,8.0,0.01,0.99,0.27395633032154615,0.73,"36x BomberA, 36x BomberB, 975x FighterA, 1113x FighterB, 43x Tanker, 87x ISRDrone, 774x Satellite",0.53405917
363,SIM_0363,26,21,397,193,30,130,944,391515,1.0,0.5000000000000001,10.0,8.0,0.4027777777777778,0.99,0.6948616483410424,0.31,"26x BomberA, 21x BomberB, 397x FighterA, 193x FighterB, 30x Tanker, 130x ISRDrone, 944x Satellite",1.77480211
364,SIM_0364,27,37,1172,1035,46,256,811,551185,1.0,0.3472222222222222,10.0,8.0,0.01,0.99,0.3376196238854285,0.66,"27x BomberA, 37x BomberB, 1172x FighterA, 1035x FighterB, 46x Tanker, 256x ISRDrone, 811x Satellite",0.61253413
365,SIM_0365,2,38,657,1197,21,262,668,445450,1.0,0.29166666666666663,10.0,8.0,0.01,0.99,0.3012405989917813,0.7,"2x BomberA, 38x BomberB, 657x FighterA, 1197x FighterB, 21x Tanker, 262x ISRDrone, 668x Satellite",0.67626131
366,SIM_0366,8,0,810,822,45,31,820,440690,1.0,0.36111111111111116,10.0,8.0,0.19444444444444448,0.99,0.46749274275574837,0.53,"8x BomberA, 810x FighterA, 822x FighterB, 45x Tanker, 31x ISRDrone, 820x Satellite",1.06081995
367,SIM_0367,21,26,396,1099,17,117,837,446010,1.0,0.24999999999999992,10.0,8.0,0.08333333333333333,0.99,0.32197664318116015,0.68,"21x BomberA, 26x BomberB, 396x FighterA, 1099x FighterB, 17x Tanker, 117x ISRDrone, 837x Satellite",0.72190454
368,SIM_0368,22,0,783,653,57,250,728,422520,1.0,0.2083333333333332,10.0,8.0,0.19444444444444448,0.99,0.36745042429821895,0.63,"22x BomberA, 783x FighterA, 653x FighterB, 57x Tanker, 250x ISRDrone, 728x Satellite",0.86966398
369,SIM_0369,11,29,814,319,45,146,17,175745,1.0,0.5138888888888891,10.0,8.0,0.01,0.99,0.4467566985663696,0.55,"11x BomberA, 29x BomberB, 814x FighterA, 319x FighterB, 45x Tanker, 146x ISRDrone, 17x Satellite",2.54207345
370,SIM_0370,27,28,91,533,33,30,314,195210,1.0,0.43055555555555564,10.0,8.0,0.2361111111111111,0.9115646258503403,0.4888895488258486,0.51,"27x BomberA, 28x BomberB, 91x FighterA, 533x FighterB, 33x Tanker, 30x ISRDrone, 314x Satellite",2.50442881
371,SIM_0371,28,28,561,182,58,198,554,308680,1.0,0.0694444444444445,10.0,8.0,0.31944444444444453,0.99,0.35835566807480723,0.64,"28x BomberA, 28x BomberB, 561x FighterA, 182x FighterB, 58x Tanker, 198x ISRDrone, 554x Satellite",1.16092934
372,SIM_0372,40,30,873,1169,4,182,558,442410,1.0,0.26388888888888884,10.0,8.0,0.01,0.99,0.28305108654495786,0.72,"40x BomberA, 30x BomberB, 873x FighterA, 1169x FighterB, 4x Tanker, 182x ISRDrone, 558x Satellite",0.6397936
373,SIM_0373,21,3,1093,721,19,111,140,271645,1.0,0.38888888888888895,10.0,8.0,0.01,0.99,0.3649038925556637,0.64,"21x BomberA, 3x BomberB, 1093x FighterA, 721x FighterB, 19x Tanker, 111x ISRDrone, 140x Satellite",1.34331165
374,SIM_0374,15,5,253,420,51,250,118,150065,1.0,0.4583333333333334,10.0,8.0,0.25,0.99,0.5675350612132778,0.43,"15x BomberA, 5x BomberB, 253x FighterA, 420x FighterB, 51x Tanker, 250x ISRDrone, 118x Satellite",3.78192824
375,SIM_0375,22,33,648,492,26,105,588,345265,1.0,0.3333333333333333,10.0,8.0,0.16666666666666666,0.99,0.4311137178621013,0.57,"22x BomberA, 33x BomberB, 648x FighterA, 492x FighterB, 26x Tanker, 105x ISRDrone, 588x Satellite",1.24864587
376,SIM_0376,30,35,406,614,11,52,380,263905,1.0,0.22222222222222213,10.0,8.0,0.08333333333333333,0.99,0.30378713073433655,0.7,"30x BomberA, 35x BomberB, 406x FighterA, 614x FighterB, 11x Tanker, 52x ISRDrone, 380x Satellite",1.15112306
377,SIM_0377,40,31,654,184,52,124,254,230325,1.0,0.5000000000000001,10.0,8.0,0.16666666666666666,0.99,0.5402507925430424,0.46,"40x BomberA, 31x BomberB, 654x FighterA, 184x FighterB, 52x Tanker, 124x ISRDrone, 254x Satellite",2.34560205
378,SIM_0378,33,24,435,542,48,227,520,321020,1.0,0.041666666666666706,10.0,8.0,0.38888888888888884,0.99,0.38563993674504254,0.61,"33x BomberA, 24x BomberB, 435x FighterA, 542x FighterB, 48x Tanker, 227x ISRDrone, 520x Satellite",1.20129567
379,SIM_0379,28,26,563,1066,17,126,88,242710,1.0,0.611111111111111,10.0,8.0,0.37499999999999994,0.99,0.7494301856815128,0.25,"28x BomberA, 26x BomberB, 563x FighterA, 1066x FighterB, 17x Tanker, 126x ISRDrone, 88x Satellite",3.08775982
380,SIM_0380,5,20,394,547,12,229,632,326600,1.0,0.26388888888888884,10.0,8.0,0.31944444444444453,0.99,0.4856822552025718,0.51,"5x BomberA, 20x BomberB, 394x FighterA, 547x FighterB, 12x Tanker, 229x ISRDrone, 632x Satellite",1.4870859
381,SIM_0381,36,32,481,763,19,37,698,385170,1.0,0.29166666666666663,10.0,8.0,0.20833333333333337,0.99,0.4311137178621012,0.57,"36x BomberA, 32x BomberB, 481x FighterA, 763x FighterB, 19x Tanker, 37x ISRDrone, 698x Satellite",1.11928166
382,SIM_0382,22,6,261,1185,52,177,136,230860,1.0,0.6666666666666666,10.0,8.0,0.041666666666666706,0.99,0.5675350612132777,0.43,"22x BomberA, 6x BomberB, 261x FighterA, 1185x FighterB, 52x Tanker, 177x ISRDrone, 136x Satellite",2.45835165
383,SIM_0383,10,14,360,1193,39,63,744,410540,1.0,0.43055555555555564,10.0,8.0,0.01,0.99,0.392188161225899,0.61,"10x BomberA, 14x BomberB, 360x FighterA, 1193x FighterB, 39x Tanker, 63x ISRDrone, 744x Satellite",0.95529829
384,SIM_0384,36,29,696,404,6,153,667,372445,1.0,0.16666666666666682,10.0,8.0,0.01,0.99,0.2193877929810756,0.78,"36x BomberA, 29x BomberB, 696x FighterA, 404x FighterB, 6x Tanker, 153x ISRDrone, 667x Satellite",0.58904749
385,SIM_0385,17,5,430,193,22,109,938,377795,1.0,0.5694444444444443,10.0,8.0,0.4166666666666667,0.99,0.7494301856815128,0.25,"17x BomberA, 5x BomberB, 430x FighterA, 193x FighterB, 22x Tanker, 109x ISRDrone, 938x Satellite",1.98369535
386,SIM_0386,11,7,1023,788,34,179,818,478565,1.0,0.23611111111111102,10.0,8.0,0.01,0.99,0.26486157409813427,0.74,"11x BomberA, 7x BomberB, 1023x FighterA, 788x FighterB, 34x Tanker, 179x ISRDrone, 818x Satellite",0.55344953
387,SIM_0387,27,3,467,898,33,74,434,304915,1.0,0.36111111111111116,10.0,8.0,0.01,0.99,0.3467143801088402,0.65,"27x BomberA, 3x BomberB, 467x FighterA, 898x FighterB, 33x Tanker, 74x ISRDrone, 434x Satellite",1.13708535
388,SIM_0388,30,33,1008,998,40,192,994,575615,1.0,0.24999999999999992,10.0,8.0,0.01,0.99,0.27395633032154615,0.73,"30x BomberA, 33x BomberB, 1008x FighterA, 998x FighterB, 40x Tanker, 192x ISRDrone, 994x Satellite",0.47593675
389,SIM_0389,17,17,739,340,29,15,20,152675,1.0,0.527777777777778,10.0,8.0,0.01,0.99,0.4558514547897815,0.54,"17x BomberA, 17x BomberB, 739x FighterA, 340x FighterB, 29x Tanker, 15x ISRDrone, 20x Satellite",2.98576358
390,SIM_0390,0,26,876,138,32,293,670,364400,1.0,0.5972222222222222,10.0,8.0,0.2361111111111111,0.99,0.6493878672239835,0.35,"26x BomberB, 876x FighterA, 138x FighterB, 32x Tanker, 293x ISRDrone, 670x Satellite",1.78207428
391,SIM_0391,12,5,246,746,53,28,601,305455,1.0,0.36111111111111116,10.0,8.0,0.01,0.99,0.3467143801088402,0.65,"12x BomberA, 5x BomberB, 246x FighterA, 746x FighterB, 53x Tanker, 28x ISRDrone, 601x Satellite",1.13507515
392,SIM_0392,0,11,1127,207,29,210,535,345785,1.0,0.625,10.0,8.0,0.01,0.99,0.5195147483536636,0.48,"11x BomberB, 1127x FighterA, 207x FighterB, 29x Tanker, 210x ISRDrone, 535x Satellite",1.5024213
393,SIM_0393,26,19,34,536,52,100,596,278165,1.0,0.3194444444444444,10.0,8.0,0.4166666666666667,0.99,0.5857245736601012,0.41,"26x BomberA, 19x BomberB, 34x FighterA, 536x FighterB, 52x Tanker, 100x ISRDrone, 596x Satellite",2.10567316
394,SIM_0394,19,14,6,895,40,89,738,343930,1.0,0.44444444444444453,10.0,8.0,0.13888888888888895,0.99,0.4856822552025721,0.51,"19x BomberA, 14x BomberB, 6x FighterA, 895x FighterB, 40x Tanker, 89x ISRDrone, 738x Satellite",1.41215438
395,SIM_0395,21,19,336,8,46,109,951,365085,1.0,0.6527777777777778,10.0,8.0,0.3472222222222223,0.99,0.7585249419049248,0.24,"21x BomberA, 19x BomberB, 336x FighterA, 8x FighterB, 46x Tanker, 109x ISRDrone, 951x Satellite",2.07766669
396,SIM_0396,16,36,1024,707,37,170,778,474840,1.0,0.40277777777777785,10.0,8.0,0.08333333333333333,0.99,0.42201896163868957,0.58,"16x BomberA, 36x BomberB, 1024x FighterA, 707x FighterB, 37x Tanker, 170x ISRDrone, 778x Satellite",0.88876034
397,SIM_0397,5,21,1018,758,15,166,94,256525,1.0,0.527777777777778,10.0,8.0,0.01,0.99,0.4558514547897815,0.54,"5x BomberA, 21x BomberB, 1018x FighterA, 758x FighterB, 15x Tanker, 166x ISRDrone, 94x Satellite",1.77702545
398,SIM_0398,29,14,887,561,31,36,148,238360,1.0,0.48611111111111127,10.0,8.0,0.01,0.99,0.42856718611954603,0.57,"29x BomberA, 14x BomberB, 887x FighterA, 561x FighterB, 31x Tanker, 36x ISRDrone, 148x Satellite",1.79798282
399,SIM_0399,11,8,1162,867,46,211,678,466660,1.0,0.3194444444444444,10.0,8.0,0.01,0.99,0.3194301114386049,0.68,"11x BomberA, 8x BomberB, 1162x FighterA, 867x FighterB, 46x Tanker, 211x ISRDrone, 678x Satellite",0.68450287
400,SIM_0400,30,39,125,140,48,215,433,221915,1.0,0.3194444444444444,10.0,8.0,0.48611111111111116,0.54421768707483,0.33929008931421845,0.66,"30x BomberA, 39x BomberB, 125x FighterA, 140x FighterB, 48x Tanker, 215x ISRDrone, 433x Satellite",1.52891913
401,SIM_0401,26,19,1102,803,8,31,951,525395,1.0,0.24999999999999992,10.0,8.0,0.01,0.99,0.27395633032154615,0.73,"26x BomberA, 19x BomberB, 1102x FighterA, 803x FighterB, 8x Tanker, 31x ISRDrone, 951x Satellite",0.52142927
402,SIM_0402,26,19,128,748,37,128,74,153865,1.0,0.7500000000000001,10.0,8.0,0.3055555555555556,0.99,0.7949039667985717,0.21,"26x BomberA, 19x BomberB, 128x FighterA, 748x FighterB, 37x Tanker, 128x ISRDrone, 74x Satellite",5.16624292
403,SIM_0403,30,40,568,445,55,75,571,336110,1.0,0.22222222222222213,10.0,8.0,0.027777777777777804,0.99,0.26740810584068964,0.73,"30x BomberA, 40x BomberB, 568x FighterA, 445x FighterB, 55x Tanker, 75x ISRDrone, 571x Satellite",0.79559699
404,SIM_0404,13,2,0,634,37,178,341,196480,1.0,0.5555555555555555,10.0,8.0,0.06944444444444443,0.99,0.512966523872807,0.49,"13x BomberA, 2x BomberB, 634x FighterB, 37x Tanker, 178x ISRDrone, 341x Satellite",2.61078239
405,SIM_0405,0,10,381,769,38,285,836,410660,1.0,0.37500000000000006,10.0,8.0,0.22222222222222227,0.99,0.4947770114259837,0.51,"10x BomberB, 381x FighterA, 769x FighterB, 38x Tanker, 285x ISRDrone, 836x Satellite",1.20483371
406,SIM_0406,7,0,419,328,7,150,195,160190,1.0,0.5416666666666669,10.0,8.0,0.2777777777777778,0.9523809523809524,0.6156593141440168,0.38,"7x BomberA, 419x FighterA, 328x FighterB, 7x Tanker, 150x ISRDrone, 195x Satellite",3.84330679
407,SIM_0407,33,11,245,247,21,202,894,367635,1.0,0.5694444444444443,10.0,8.0,0.2916666666666667,0.99,0.6675773796708069,0.33,"33x BomberA, 11x BomberB, 245x FighterA, 247x FighterB, 21x Tanker, 202x ISRDrone, 894x Satellite",1.81587003
408,SIM_0408,10,35,860,623,48,32,17,204245,1.0,0.5000000000000001,10.0,8.0,0.01,0.99,0.4376619423429578,0.56,"10x BomberA, 35x BomberB, 860x FighterA, 623x FighterB, 48x Tanker, 32x ISRDrone, 17x Satellite",2.14282818
409,SIM_0409,36,14,708,761,53,49,535,361960,1.0,0.27777777777777773,10.0,8.0,0.01,0.99,0.2921458427683696,0.71,"36x BomberA, 14x BomberB, 708x FighterA, 761x FighterB, 53x Tanker, 49x ISRDrone, 535x Satellite",0.8071219
410,SIM_0410,0,13,461,520,42,209,703,350765,1.0,0.37500000000000006,10.0,8.0,0.06944444444444443,0.99,0.39473469296845426,0.61,"13x BomberB, 461x FighterA, 520x FighterB, 42x Tanker, 209x ISRDrone, 703x Satellite",1.12535371
411,SIM_0411,23,36,1124,122,7,232,165,248470,1.0,0.6666666666666666,10.0,8.0,0.18055555555555558,0.99,0.6584826234473952,0.34,"23x BomberA, 36x BomberB, 1124x FighterA, 122x FighterB, 7x Tanker, 232x ISRDrone, 165x Satellite",2.65014941
412,SIM_0412,39,33,986,335,20,270,517,371945,1.0,0.48611111111111127,10.0,8.0,0.01,0.99,0.42856718611954603,0.57,"39x BomberA, 33x BomberB, 986x FighterA, 335x FighterB, 20x Tanker, 270x ISRDrone, 517x Satellite",1.15223269
413,SIM_0413,10,14,914,645,5,61,824,439920,1.0,0.23611111111111102,10.0,8.0,0.01,0.99,0.26486157409813427,0.74,"10x BomberA, 14x BomberB, 914x FighterA, 645x FighterB, 5x Tanker, 61x ISRDrone, 824x Satellite",0.60206759
414,SIM_0414,5,15,159,1077,1,217,25,163865,1.0,0.8194444444444445,10.0,8.0,0.01,0.99,0.6468413354814283,0.35,"5x BomberA, 15x BomberB, 159x FighterA, 1077x FighterB, 1x Tanker, 217x ISRDrone, 25x Satellite",3.94740387
415,SIM_0415,16,19,1069,219,16,226,733,411125,1.0,0.3194444444444444,10.0,8.0,0.22222222222222227,0.99,0.45839798653233665,0.54,"16x BomberA, 19x BomberB, 1069x FighterA, 219x FighterB, 16x Tanker, 226x ISRDrone, 733x Satellite",1.11498446
416,SIM_0416,23,1,654,61,19,3,265,180895,1.0,0.6527777777777778,10.0,8.0,0.2638888888888889,0.8843537414965987,0.6347768629401677,0.37,"23x BomberA, 1x BomberB, 654x FighterA, 61x FighterB, 19x Tanker, 3x ISRDrone, 265x Satellite",3.50909015
